CCTV央视,#genre#
#2228983
CCTV-1 综合,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000018602/1.m3u8
#1276297
CCTV-1 综合,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000002226/1.m3u8
#1129530
CCTV-1 综合,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000005000265001/1.m3u8
#968416
CCTV-1 综合,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000021973/1.m3u8
#827861
CCTV-1 综合,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000001000004953/1.m3u8
#558594
CCTV-1 综合,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000010000030810/1.m3u8
#535243
CCTV-1 综合,http://[2409:8087:5e00:24::1e]:6060/000000001000/reallive-cctv1/1.m3u8
#3515952
CCTV-1 综合,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv1hd/1200/index.m3u8?&encrypt=
#952650
CCTV-1 综合,http://118.144.105.55:91/live/CCTV1hd-5M/live.m3u8
#690460
CCTV-1 综合,http://61.138.54.155:2233/hls/8/index.m3u8
#508757
CCTV-1 综合,http://mom.coms.hk:9901/tsfile/live/0001_1.m3u8
#384196
CCTV-1 综合,http://59.44.102.18:8888/newlive/live/hls/2/live.m3u8
#353697
CCTV-1 综合,http://222.241.154.37:9901/tsfile/live/23001_1.m3u8
#330289
CCTV-1 综合,http://121.18.43.254:10000/hls/1/index.m3u8
#165419
CCTV-1 综合,http://182.122.74.108:8089/hls/1/index.m3u8
#11357
CCTV-1 综合,http://110.52.99.109:9901/tsfile/live/1000_1.m3u8

#1404948
CCTV-2 财经,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000023315/1.m3u8
#801635
CCTV-2 财经,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000012442/1.m3u8
#549971
CCTV-2 财经,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000005000031113/1.m3u8
#284602
CCTV-2 财经,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
#126356
CCTV-2 财经,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8
#2825578
CCTV-2 财经,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv2hd/1500/index.m3u8?&encrypt=
#2621500
CCTV-2 财经,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv2hd/3000/index.m3u8?&encrypt=
#2531657
CCTV-2 财经,http://hlsbkmgsplive.miguvideo.com/migu/kailu/cctv2hd265/55/20200407/index.m3u8?&encrypt=
#1351620
CCTV-2 财经,http://116.162.6.192/61.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225487/index.m3u8
#1250342
CCTV-2 财经,http://59.44.102.18:8888/newlive/live/hls/3/live.m3u8
#1247724
CCTV-2 财经,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv2hd/600/index.m3u8?&encrypt=
#1063057
CCTV-2 财经,http://118.144.105.55:91/live/CCTV2hd-5M/live.m3u8
#556891
CCTV-2 财经,https://epg.pw/stream/9ae57cd4c14b62284d1867572b5c6d0eb610112cb78cb6bbc286e29f765cc7a5.m3u8
#410494
CCTV-2 财经,http://123.11.144.52:22222/hls/2/index.m3u8
#217165
CCTV-2 财经,http://61.138.54.155:2233/hls/9/index.m3u8

#964442
CCTV-3 综艺,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000011218/1.m3u8
#319192
CCTV-3 综艺,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
#4831664
CCTV-3 综艺,http://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv3hd/2000/index.m3u8?&encrypt=
#2581693
CCTV-3 综艺,http://hlsbkmgsplive.miguvideo.com/wd_r2/ocn/cctv3hd/3000/index.m3u8?&encrypt=
#1368401
CCTV-3 综艺,http://123.163.55.234:9901/tsfile/live/0003_1.m3u8
#1279866
CCTV-3 综艺,http://116.162.6.192/61.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225558/index.m3u8
#971007
CCTV-3 综艺,http://120.224.178.16:9901/tsfile/live/0003_1.m3u8
#836288
CCTV-3 综艺,http://118.144.105.55:91/live/CCTV3hd-5M/live.m3u8
#481449
CCTV-3 综艺,http://59.44.102.18:8888/newlive/live/hls/4/live.m3u8
#470725
CCTV-3 综艺,http://61.175.237.198:9901/tsfile/live/0003_1.m3u8
#353358
CCTV-3 综艺,http://175.8.213.198:8081/tsfile/live/0003_1.m3u8

#1133004
CCTV-4 中文国际,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000005000265004/1.m3u8
